user,k,mean_x,mean_y,std_x,std_y,in_1sigma
3613,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
3664,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
5899,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
9268,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
10160,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
10641,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
12453,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
15191,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
17215,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
17409,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
17872,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
18433,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
18465,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
19274,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
19775,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
20702,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
21631,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
21847,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
25622,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
29012,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
30499,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
30520,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
30626,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
31296,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
33074,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
35160,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
39221,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
42509,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
44546,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
45054,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
45497,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
45660,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
54593,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,True
56576,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
59271,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
60489,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
62104,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
64363,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
64422,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
65021,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
65394,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
66953,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
69918,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
71001,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,True
71117,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
74346,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
82059,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
83444,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
86668,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
86839,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
91026,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
91389,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
91729,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
91922,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
93706,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
94875,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
95844,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,True
96406,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
98291,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
99471,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
103330,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
103938,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
105894,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
105954,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
106076,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
108274,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
111029,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
112047,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
117539,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
119328,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
120992,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
121210,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
122880,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
124064,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
125346,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
126757,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
129480,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
130119,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
132127,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
135110,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
136444,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
139175,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
140119,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
140898,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
141041,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
141057,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
141224,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
144926,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
148578,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,True
150640,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
150691,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
151161,0,2.303929616531697e-19,2.949029909160572e-17,0.4418881295122853,0.4418881295122854,False
